0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"16, 00, 064","16, 01, 064","16, 02, 064","16, 03, 064","16, 04, 064","16, 05, 064","16, 06, 064","16, 07, 064","16, 08, 064","16, 09, 064","16, 10, 064","16, 11, 064","16, 12, 064","16, 13, 064","16, 14, 064","16, 15, 064","16, 16, 064","16, 17, 064","16, 18, 064","16, 19, 064"
"16, 00, 065","16, 01, 065","16, 02, 065","16, 03, 065","16, 04, 065","16, 05, 065","16, 06, 065","16, 07, 065","16, 08, 065","16, 09, 065","16, 10, 065","16, 11, 065","16, 12, 065","16, 13, 065","16, 14, 065","16, 15, 065","16, 16, 065","16, 17, 065","16, 18, 065","16, 19, 065"
"16, 00, 066","16, 01, 066","16, 02, 066","16, 03, 066","16, 04, 066","16, 05, 066","16, 06, 066","16, 07, 066","16, 08, 066","16, 09, 066","16, 10, 066","16, 11, 066","16, 12, 066","16, 13, 066","16, 14, 066","16, 15, 066","16, 16, 066","16, 17, 066","16, 18, 066","16, 19, 066"
"16, 00, 067","16, 01, 067","16, 02, 067","16, 03, 067","16, 04, 067","16, 05, 067","16, 06, 067","16, 07, 067","16, 08, 067","16, 09, 067","16, 10, 067","16, 11, 067","16, 12, 067","16, 13, 067","16, 14, 067","16, 15, 067","16, 16, 067","16, 17, 067","16, 18, 067","16, 19, 067"
"16, 00, 068","16, 01, 068","16, 02, 068","16, 03, 068","16, 04, 068","16, 05, 068","16, 06, 068","16, 07, 068","16, 08, 068","16, 09, 068","16, 10, 068","16, 11, 068","16, 12, 068","16, 13, 068","16, 14, 068","16, 15, 068","16, 16, 068","16, 17, 068","16, 18, 068","16, 19, 068"
"16, 00, 069","16, 01, 069","16, 02, 069","16, 03, 069","16, 04, 069","16, 05, 069","16, 06, 069","16, 07, 069","16, 08, 069","16, 09, 069","16, 10, 069","16, 11, 069","16, 12, 069","16, 13, 069","16, 14, 069","16, 15, 069","16, 16, 069","16, 17, 069","16, 18, 069","16, 19, 069"
"16, 00, 070","16, 01, 070","16, 02, 070","16, 03, 070","16, 04, 070","16, 05, 070","16, 06, 070","16, 07, 070","16, 08, 070","16, 09, 070","16, 10, 070","16, 11, 070","16, 12, 070","16, 13, 070","16, 14, 070","16, 15, 070","16, 16, 070","16, 17, 070","16, 18, 070","16, 19, 070"
"16, 00, 071","16, 01, 071","16, 02, 071","16, 03, 071","16, 04, 071","16, 05, 071","16, 06, 071","16, 07, 071","16, 08, 071","16, 09, 071","16, 10, 071","16, 11, 071","16, 12, 071","16, 13, 071","16, 14, 071","16, 15, 071","16, 16, 071","16, 17, 071","16, 18, 071","16, 19, 071"
"16, 00, 072","16, 01, 072","16, 02, 072","16, 03, 072","16, 04, 072","16, 05, 072","16, 06, 072","16, 07, 072","16, 08, 072","16, 09, 072","16, 10, 072","16, 11, 072","16, 12, 072","16, 13, 072","16, 14, 072","16, 15, 072","16, 16, 072","16, 17, 072","16, 18, 072","16, 19, 072"
"16, 00, 073","16, 01, 073","16, 02, 073","16, 03, 073","16, 04, 073","16, 05, 073","16, 06, 073","16, 07, 073","16, 08, 073","16, 09, 073","16, 10, 073","16, 11, 073","16, 12, 073","16, 13, 073","16, 14, 073","16, 15, 073","16, 16, 073","16, 17, 073","16, 18, 073","16, 19, 073"
"16, 00, 074","16, 01, 074","16, 02, 074","16, 03, 074","16, 04, 074","16, 05, 074","16, 06, 074","16, 07, 074","16, 08, 074","16, 09, 074","16, 10, 074","16, 11, 074","16, 12, 074","16, 13, 074","16, 14, 074","16, 15, 074","16, 16, 074","16, 17, 074","16, 18, 074","16, 19, 074"
"16, 00, 075","16, 01, 075","16, 02, 075","16, 03, 075","16, 04, 075","16, 05, 075","16, 06, 075","16, 07, 075","16, 08, 075","16, 09, 075","16, 10, 075","16, 11, 075","16, 12, 075","16, 13, 075","16, 14, 075","16, 15, 075","16, 16, 075","16, 17, 075","16, 18, 075","16, 19, 075"
"16, 00, 076","16, 01, 076","16, 02, 076","16, 03, 076","16, 04, 076","16, 05, 076","16, 06, 076","16, 07, 076","16, 08, 076","16, 09, 076","16, 10, 076","16, 11, 076","16, 12, 076","16, 13, 076","16, 14, 076","16, 15, 076","16, 16, 076","16, 17, 076","16, 18, 076","16, 19, 076"
"16, 00, 077","16, 01, 077","16, 02, 077","16, 03, 077","16, 04, 077","16, 05, 077","16, 06, 077","16, 07, 077","16, 08, 077","16, 09, 077","16, 10, 077","16, 11, 077","16, 12, 077","16, 13, 077","16, 14, 077","16, 15, 077","16, 16, 077","16, 17, 077","16, 18, 077","16, 19, 077"
"16, 00, 078","16, 01, 078","16, 02, 078","16, 03, 078","16, 04, 078","16, 05, 078","16, 06, 078","16, 07, 078","16, 08, 078","16, 09, 078","16, 10, 078","16, 11, 078","16, 12, 078","16, 13, 078","16, 14, 078","16, 15, 078","16, 16, 078","16, 17, 078","16, 18, 078","16, 19, 078"
"16, 00, 079","16, 01, 079","16, 02, 079","16, 03, 079","16, 04, 079","16, 05, 079","16, 06, 079","16, 07, 079","16, 08, 079","16, 09, 079","16, 10, 079","16, 11, 079","16, 12, 079","16, 13, 079","16, 14, 079","16, 15, 079","16, 16, 079","16, 17, 079","16, 18, 079","16, 19, 079"
"16, 00, 080","16, 01, 080","16, 02, 080","16, 03, 080","16, 04, 080","16, 05, 080","16, 06, 080","16, 07, 080","16, 08, 080","16, 09, 080","16, 10, 080","16, 11, 080","16, 12, 080","16, 13, 080","16, 14, 080","16, 15, 080","16, 16, 080","16, 17, 080","16, 18, 080","16, 19, 080"
"16, 00, 081","16, 01, 081","16, 02, 081","16, 03, 081","16, 04, 081","16, 05, 081","16, 06, 081","16, 07, 081","16, 08, 081","16, 09, 081","16, 10, 081","16, 11, 081","16, 12, 081","16, 13, 081","16, 14, 081","16, 15, 081","16, 16, 081","16, 17, 081","16, 18, 081","16, 19, 081"
"16, 00, 082","16, 01, 082","16, 02, 082","16, 03, 082","16, 04, 082","16, 05, 082","16, 06, 082","16, 07, 082","16, 08, 082","16, 09, 082","16, 10, 082","16, 11, 082","16, 12, 082","16, 13, 082","16, 14, 082","16, 15, 082","16, 16, 082","16, 17, 082","16, 18, 082","16, 19, 082"
"16, 00, 083","16, 01, 083","16, 02, 083","16, 03, 083","16, 04, 083","16, 05, 083","16, 06, 083","16, 07, 083","16, 08, 083","16, 09, 083","16, 10, 083","16, 11, 083","16, 12, 083","16, 13, 083","16, 14, 083","16, 15, 083","16, 16, 083","16, 17, 083","16, 18, 083","16, 19, 083"
"16, 00, 084","16, 01, 084","16, 02, 084","16, 03, 084","16, 04, 084","16, 05, 084","16, 06, 084","16, 07, 084","16, 08, 084","16, 09, 084","16, 10, 084","16, 11, 084","16, 12, 084","16, 13, 084","16, 14, 084","16, 15, 084","16, 16, 084","16, 17, 084","16, 18, 084","16, 19, 084"
"16, 00, 085","16, 01, 085","16, 02, 085","16, 03, 085","16, 04, 085","16, 05, 085","16, 06, 085","16, 07, 085","16, 08, 085","16, 09, 085","16, 10, 085","16, 11, 085","16, 12, 085","16, 13, 085","16, 14, 085","16, 15, 085","16, 16, 085","16, 17, 085","16, 18, 085","16, 19, 085"
"16, 00, 086","16, 01, 086","16, 02, 086","16, 03, 086","16, 04, 086","16, 05, 086","16, 06, 086","16, 07, 086","16, 08, 086","16, 09, 086","16, 10, 086","16, 11, 086","16, 12, 086","16, 13, 086","16, 14, 086","16, 15, 086","16, 16, 086","16, 17, 086","16, 18, 086","16, 19, 086"
"16, 00, 087","16, 01, 087","16, 02, 087","16, 03, 087","16, 04, 087","16, 05, 087","16, 06, 087","16, 07, 087","16, 08, 087","16, 09, 087","16, 10, 087","16, 11, 087","16, 12, 087","16, 13, 087","16, 14, 087","16, 15, 087","16, 16, 087","16, 17, 087","16, 18, 087","16, 19, 087"
"16, 00, 088","16, 01, 088","16, 02, 088","16, 03, 088","16, 04, 088","16, 05, 088","16, 06, 088","16, 07, 088","16, 08, 088","16, 09, 088","16, 10, 088","16, 11, 088","16, 12, 088","16, 13, 088","16, 14, 088","16, 15, 088","16, 16, 088","16, 17, 088","16, 18, 088","16, 19, 088"
"16, 00, 089","16, 01, 089","16, 02, 089","16, 03, 089","16, 04, 089","16, 05, 089","16, 06, 089","16, 07, 089","16, 08, 089","16, 09, 089","16, 10, 089","16, 11, 089","16, 12, 089","16, 13, 089","16, 14, 089","16, 15, 089","16, 16, 089","16, 17, 089","16, 18, 089","16, 19, 089"
"16, 00, 090","16, 01, 090","16, 02, 090","16, 03, 090","16, 04, 090","16, 05, 090","16, 06, 090","16, 07, 090","16, 08, 090","16, 09, 090","16, 10, 090","16, 11, 090","16, 12, 090","16, 13, 090","16, 14, 090","16, 15, 090","16, 16, 090","16, 17, 090","16, 18, 090","16, 19, 090"
"16, 00, 091","16, 01, 091","16, 02, 091","16, 03, 091","16, 04, 091","16, 05, 091","16, 06, 091","16, 07, 091","16, 08, 091","16, 09, 091","16, 10, 091","16, 11, 091","16, 12, 091","16, 13, 091","16, 14, 091","16, 15, 091","16, 16, 091","16, 17, 091","16, 18, 091","16, 19, 091"
"16, 00, 092","16, 01, 092","16, 02, 092","16, 03, 092","16, 04, 092","16, 05, 092","16, 06, 092","16, 07, 092","16, 08, 092","16, 09, 092","16, 10, 092","16, 11, 092","16, 12, 092","16, 13, 092","16, 14, 092","16, 15, 092","16, 16, 092","16, 17, 092","16, 18, 092","16, 19, 092"
"16, 00, 093","16, 01, 093","16, 02, 093","16, 03, 093","16, 04, 093","16, 05, 093","16, 06, 093","16, 07, 093","16, 08, 093","16, 09, 093","16, 10, 093","16, 11, 093","16, 12, 093","16, 13, 093","16, 14, 093","16, 15, 093","16, 16, 093","16, 17, 093","16, 18, 093","16, 19, 093"
"16, 00, 094","16, 01, 094","16, 02, 094","16, 03, 094","16, 04, 094","16, 05, 094","16, 06, 094","16, 07, 094","16, 08, 094","16, 09, 094","16, 10, 094","16, 11, 094","16, 12, 094","16, 13, 094","16, 14, 094","16, 15, 094","16, 16, 094","16, 17, 094","16, 18, 094","16, 19, 094"
"16, 00, 095","16, 01, 095","16, 02, 095","16, 03, 095","16, 04, 095","16, 05, 095","16, 06, 095","16, 07, 095","16, 08, 095","16, 09, 095","16, 10, 095","16, 11, 095","16, 12, 095","16, 13, 095","16, 14, 095","16, 15, 095","16, 16, 095","16, 17, 095","16, 18, 095","16, 19, 095"
"16, 00, 096","16, 01, 096","16, 02, 096","16, 03, 096","16, 04, 096","16, 05, 096","16, 06, 096","16, 07, 096","16, 08, 096","16, 09, 096","16, 10, 096","16, 11, 096","16, 12, 096","16, 13, 096","16, 14, 096","16, 15, 096","16, 16, 096","16, 17, 096","16, 18, 096","16, 19, 096"
"16, 00, 097","16, 01, 097","16, 02, 097","16, 03, 097","16, 04, 097","16, 05, 097","16, 06, 097","16, 07, 097","16, 08, 097","16, 09, 097","16, 10, 097","16, 11, 097","16, 12, 097","16, 13, 097","16, 14, 097","16, 15, 097","16, 16, 097","16, 17, 097","16, 18, 097","16, 19, 097"
"16, 00, 098","16, 01, 098","16, 02, 098","16, 03, 098","16, 04, 098","16, 05, 098","16, 06, 098","16, 07, 098","16, 08, 098","16, 09, 098","16, 10, 098","16, 11, 098","16, 12, 098","16, 13, 098","16, 14, 098","16, 15, 098","16, 16, 098","16, 17, 098","16, 18, 098","16, 19, 098"
"16, 00, 099","16, 01, 099","16, 02, 099","16, 03, 099","16, 04, 099","16, 05, 099","16, 06, 099","16, 07, 099","16, 08, 099","16, 09, 099","16, 10, 099","16, 11, 099","16, 12, 099","16, 13, 099","16, 14, 099","16, 15, 099","16, 16, 099","16, 17, 099","16, 18, 099","16, 19, 099"
"16, 00, 100","16, 01, 100","16, 02, 100","16, 03, 100","16, 04, 100","16, 05, 100","16, 06, 100","16, 07, 100","16, 08, 100","16, 09, 100","16, 10, 100","16, 11, 100","16, 12, 100","16, 13, 100","16, 14, 100","16, 15, 100","16, 16, 100","16, 17, 100","16, 18, 100","16, 19, 100"
"16, 00, 101","16, 01, 101","16, 02, 101","16, 03, 101","16, 04, 101","16, 05, 101","16, 06, 101","16, 07, 101","16, 08, 101","16, 09, 101","16, 10, 101","16, 11, 101","16, 12, 101","16, 13, 101","16, 14, 101","16, 15, 101","16, 16, 101","16, 17, 101","16, 18, 101","16, 19, 101"
"16, 00, 102","16, 01, 102","16, 02, 102","16, 03, 102","16, 04, 102","16, 05, 102","16, 06, 102","16, 07, 102","16, 08, 102","16, 09, 102","16, 10, 102","16, 11, 102","16, 12, 102","16, 13, 102","16, 14, 102","16, 15, 102","16, 16, 102","16, 17, 102","16, 18, 102","16, 19, 102"
"16, 00, 103","16, 01, 103","16, 02, 103","16, 03, 103","16, 04, 103","16, 05, 103","16, 06, 103","16, 07, 103","16, 08, 103","16, 09, 103","16, 10, 103","16, 11, 103","16, 12, 103","16, 13, 103","16, 14, 103","16, 15, 103","16, 16, 103","16, 17, 103","16, 18, 103","16, 19, 103"
"16, 00, 104","16, 01, 104","16, 02, 104","16, 03, 104","16, 04, 104","16, 05, 104","16, 06, 104","16, 07, 104","16, 08, 104","16, 09, 104","16, 10, 104","16, 11, 104","16, 12, 104","16, 13, 104","16, 14, 104","16, 15, 104","16, 16, 104","16, 17, 104","16, 18, 104","16, 19, 104"
"16, 00, 105","16, 01, 105","16, 02, 105","16, 03, 105","16, 04, 105","16, 05, 105","16, 06, 105","16, 07, 105","16, 08, 105","16, 09, 105","16, 10, 105","16, 11, 105","16, 12, 105","16, 13, 105","16, 14, 105","16, 15, 105","16, 16, 105","16, 17, 105","16, 18, 105","16, 19, 105"
"16, 00, 106","16, 01, 106","16, 02, 106","16, 03, 106","16, 04, 106","16, 05, 106","16, 06, 106","16, 07, 106","16, 08, 106","16, 09, 106","16, 10, 106","16, 11, 106","16, 12, 106","16, 13, 106","16, 14, 106","16, 15, 106","16, 16, 106","16, 17, 106","16, 18, 106","16, 19, 106"
"16, 00, 107","16, 01, 107","16, 02, 107","16, 03, 107","16, 04, 107","16, 05, 107","16, 06, 107","16, 07, 107","16, 08, 107","16, 09, 107","16, 10, 107","16, 11, 107","16, 12, 107","16, 13, 107","16, 14, 107","16, 15, 107","16, 16, 107","16, 17, 107","16, 18, 107","16, 19, 107"
"16, 00, 108","16, 01, 108","16, 02, 108","16, 03, 108","16, 04, 108","16, 05, 108","16, 06, 108","16, 07, 108","16, 08, 108","16, 09, 108","16, 10, 108","16, 11, 108","16, 12, 108","16, 13, 108","16, 14, 108","16, 15, 108","16, 16, 108","16, 17, 108","16, 18, 108","16, 19, 108"
"16, 00, 109","16, 01, 109","16, 02, 109","16, 03, 109","16, 04, 109","16, 05, 109","16, 06, 109","16, 07, 109","16, 08, 109","16, 09, 109","16, 10, 109","16, 11, 109","16, 12, 109","16, 13, 109","16, 14, 109","16, 15, 109","16, 16, 109","16, 17, 109","16, 18, 109","16, 19, 109"
"16, 00, 110","16, 01, 110","16, 02, 110","16, 03, 110","16, 04, 110","16, 05, 110","16, 06, 110","16, 07, 110","16, 08, 110","16, 09, 110","16, 10, 110","16, 11, 110","16, 12, 110","16, 13, 110","16, 14, 110","16, 15, 110","16, 16, 110","16, 17, 110","16, 18, 110","16, 19, 110"
"16, 00, 111","16, 01, 111","16, 02, 111","16, 03, 111","16, 04, 111","16, 05, 111","16, 06, 111","16, 07, 111","16, 08, 111","16, 09, 111","16, 10, 111","16, 11, 111","16, 12, 111","16, 13, 111","16, 14, 111","16, 15, 111","16, 16, 111","16, 17, 111","16, 18, 111","16, 19, 111"
"16, 00, 112","16, 01, 112","16, 02, 112","16, 03, 112","16, 04, 112","16, 05, 112","16, 06, 112","16, 07, 112","16, 08, 112","16, 09, 112","16, 10, 112","16, 11, 112","16, 12, 112","16, 13, 112","16, 14, 112","16, 15, 112","16, 16, 112","16, 17, 112","16, 18, 112","16, 19, 112"
"16, 00, 113","16, 01, 113","16, 02, 113","16, 03, 113","16, 04, 113","16, 05, 113","16, 06, 113","16, 07, 113","16, 08, 113","16, 09, 113","16, 10, 113","16, 11, 113","16, 12, 113","16, 13, 113","16, 14, 113","16, 15, 113","16, 16, 113","16, 17, 113","16, 18, 113","16, 19, 113"
"16, 00, 114","16, 01, 114","16, 02, 114","16, 03, 114","16, 04, 114","16, 05, 114","16, 06, 114","16, 07, 114","16, 08, 114","16, 09, 114","16, 10, 114","16, 11, 114","16, 12, 114","16, 13, 114","16, 14, 114","16, 15, 114","16, 16, 114","16, 17, 114","16, 18, 114","16, 19, 114"
"16, 00, 115","16, 01, 115","16, 02, 115","16, 03, 115","16, 04, 115","16, 05, 115","16, 06, 115","16, 07, 115","16, 08, 115","16, 09, 115","16, 10, 115","16, 11, 115","16, 12, 115","16, 13, 115","16, 14, 115","16, 15, 115","16, 16, 115","16, 17, 115","16, 18, 115","16, 19, 115"
"16, 00, 116","16, 01, 116","16, 02, 116","16, 03, 116","16, 04, 116","16, 05, 116","16, 06, 116","16, 07, 116","16, 08, 116","16, 09, 116","16, 10, 116","16, 11, 116","16, 12, 116","16, 13, 116","16, 14, 116","16, 15, 116","16, 16, 116","16, 17, 116","16, 18, 116","16, 19, 116"
"16, 00, 117","16, 01, 117","16, 02, 117","16, 03, 117","16, 04, 117","16, 05, 117","16, 06, 117","16, 07, 117","16, 08, 117","16, 09, 117","16, 10, 117","16, 11, 117","16, 12, 117","16, 13, 117","16, 14, 117","16, 15, 117","16, 16, 117","16, 17, 117","16, 18, 117","16, 19, 117"
"16, 00, 118","16, 01, 118","16, 02, 118","16, 03, 118","16, 04, 118","16, 05, 118","16, 06, 118","16, 07, 118","16, 08, 118","16, 09, 118","16, 10, 118","16, 11, 118","16, 12, 118","16, 13, 118","16, 14, 118","16, 15, 118","16, 16, 118","16, 17, 118","16, 18, 118","16, 19, 118"
"16, 00, 119","16, 01, 119","16, 02, 119","16, 03, 119","16, 04, 119","16, 05, 119","16, 06, 119","16, 07, 119","16, 08, 119","16, 09, 119","16, 10, 119","16, 11, 119","16, 12, 119","16, 13, 119","16, 14, 119","16, 15, 119","16, 16, 119","16, 17, 119","16, 18, 119","16, 19, 119"
"16, 00, 120","16, 01, 120","16, 02, 120","16, 03, 120","16, 04, 120","16, 05, 120","16, 06, 120","16, 07, 120","16, 08, 120","16, 09, 120","16, 10, 120","16, 11, 120","16, 12, 120","16, 13, 120","16, 14, 120","16, 15, 120","16, 16, 120","16, 17, 120","16, 18, 120","16, 19, 120"
"16, 00, 121","16, 01, 121","16, 02, 121","16, 03, 121","16, 04, 121","16, 05, 121","16, 06, 121","16, 07, 121","16, 08, 121","16, 09, 121","16, 10, 121","16, 11, 121","16, 12, 121","16, 13, 121","16, 14, 121","16, 15, 121","16, 16, 121","16, 17, 121","16, 18, 121","16, 19, 121"
"16, 00, 122","16, 01, 122","16, 02, 122","16, 03, 122","16, 04, 122","16, 05, 122","16, 06, 122","16, 07, 122","16, 08, 122","16, 09, 122","16, 10, 122","16, 11, 122","16, 12, 122","16, 13, 122","16, 14, 122","16, 15, 122","16, 16, 122","16, 17, 122","16, 18, 122","16, 19, 122"
"16, 00, 123","16, 01, 123","16, 02, 123","16, 03, 123","16, 04, 123","16, 05, 123","16, 06, 123","16, 07, 123","16, 08, 123","16, 09, 123","16, 10, 123","16, 11, 123","16, 12, 123","16, 13, 123","16, 14, 123","16, 15, 123","16, 16, 123","16, 17, 123","16, 18, 123","16, 19, 123"
"16, 00, 124","16, 01, 124","16, 02, 124","16, 03, 124","16, 04, 124","16, 05, 124","16, 06, 124","16, 07, 124","16, 08, 124","16, 09, 124","16, 10, 124","16, 11, 124","16, 12, 124","16, 13, 124","16, 14, 124","16, 15, 124","16, 16, 124","16, 17, 124","16, 18, 124","16, 19, 124"
"16, 00, 125","16, 01, 125","16, 02, 125","16, 03, 125","16, 04, 125","16, 05, 125","16, 06, 125","16, 07, 125","16, 08, 125","16, 09, 125","16, 10, 125","16, 11, 125","16, 12, 125","16, 13, 125","16, 14, 125","16, 15, 125","16, 16, 125","16, 17, 125","16, 18, 125","16, 19, 125"
"16, 00, 126","16, 01, 126","16, 02, 126","16, 03, 126","16, 04, 126","16, 05, 126","16, 06, 126","16, 07, 126","16, 08, 126","16, 09, 126","16, 10, 126","16, 11, 126","16, 12, 126","16, 13, 126","16, 14, 126","16, 15, 126","16, 16, 126","16, 17, 126","16, 18, 126","16, 19, 126"
"16, 00, 127","16, 01, 127","16, 02, 127","16, 03, 127","16, 04, 127","16, 05, 127","16, 06, 127","16, 07, 127","16, 08, 127","16, 09, 127","16, 10, 127","16, 11, 127","16, 12, 127","16, 13, 127","16, 14, 127","16, 15, 127","16, 16, 127","16, 17, 127","16, 18, 127","16, 19, 127"
"16, 00, 128","16, 01, 128","16, 02, 128","16, 03, 128","16, 04, 128","16, 05, 128","16, 06, 128","16, 07, 128","16, 08, 128","16, 09, 128","16, 10, 128","16, 11, 128","16, 12, 128","16, 13, 128","16, 14, 128","16, 15, 128","16, 16, 128","16, 17, 128","16, 18, 128","16, 19, 128"
"16, 00, 129","16, 01, 129","16, 02, 129","16, 03, 129","16, 04, 129","16, 05, 129","16, 06, 129","16, 07, 129","16, 08, 129","16, 09, 129","16, 10, 129","16, 11, 129","16, 12, 129","16, 13, 129","16, 14, 129","16, 15, 129","16, 16, 129","16, 17, 129","16, 18, 129","16, 19, 129"
"16, 00, 130","16, 01, 130","16, 02, 130","16, 03, 130","16, 04, 130","16, 05, 130","16, 06, 130","16, 07, 130","16, 08, 130","16, 09, 130","16, 10, 130","16, 11, 130","16, 12, 130","16, 13, 130","16, 14, 130","16, 15, 130","16, 16, 130","16, 17, 130","16, 18, 130","16, 19, 130"
"16, 00, 131","16, 01, 131","16, 02, 131","16, 03, 131","16, 04, 131","16, 05, 131","16, 06, 131","16, 07, 131","16, 08, 131","16, 09, 131","16, 10, 131","16, 11, 131","16, 12, 131","16, 13, 131","16, 14, 131","16, 15, 131","16, 16, 131","16, 17, 131","16, 18, 131","16, 19, 131"
"16, 00, 132","16, 01, 132","16, 02, 132","16, 03, 132","16, 04, 132","16, 05, 132","16, 06, 132","16, 07, 132","16, 08, 132","16, 09, 132","16, 10, 132","16, 11, 132","16, 12, 132","16, 13, 132","16, 14, 132","16, 15, 132","16, 16, 132","16, 17, 132","16, 18, 132","16, 19, 132"
"16, 00, 133","16, 01, 133","16, 02, 133","16, 03, 133","16, 04, 133","16, 05, 133","16, 06, 133","16, 07, 133","16, 08, 133","16, 09, 133","16, 10, 133","16, 11, 133","16, 12, 133","16, 13, 133","16, 14, 133","16, 15, 133","16, 16, 133","16, 17, 133","16, 18, 133","16, 19, 133"
"16, 00, 134","16, 01, 134","16, 02, 134","16, 03, 134","16, 04, 134","16, 05, 134","16, 06, 134","16, 07, 134","16, 08, 134","16, 09, 134","16, 10, 134","16, 11, 134","16, 12, 134","16, 13, 134","16, 14, 134","16, 15, 134","16, 16, 134","16, 17, 134","16, 18, 134","16, 19, 134"
"16, 00, 135","16, 01, 135","16, 02, 135","16, 03, 135","16, 04, 135","16, 05, 135","16, 06, 135","16, 07, 135","16, 08, 135","16, 09, 135","16, 10, 135","16, 11, 135","16, 12, 135","16, 13, 135","16, 14, 135","16, 15, 135","16, 16, 135","16, 17, 135","16, 18, 135","16, 19, 135"
"16, 00, 136","16, 01, 136","16, 02, 136","16, 03, 136","16, 04, 136","16, 05, 136","16, 06, 136","16, 07, 136","16, 08, 136","16, 09, 136","16, 10, 136","16, 11, 136","16, 12, 136","16, 13, 136","16, 14, 136","16, 15, 136","16, 16, 136","16, 17, 136","16, 18, 136","16, 19, 136"
"16, 00, 137","16, 01, 137","16, 02, 137","16, 03, 137","16, 04, 137","16, 05, 137","16, 06, 137","16, 07, 137","16, 08, 137","16, 09, 137","16, 10, 137","16, 11, 137","16, 12, 137","16, 13, 137","16, 14, 137","16, 15, 137","16, 16, 137","16, 17, 137","16, 18, 137","16, 19, 137"
"16, 00, 138","16, 01, 138","16, 02, 138","16, 03, 138","16, 04, 138","16, 05, 138","16, 06, 138","16, 07, 138","16, 08, 138","16, 09, 138","16, 10, 138","16, 11, 138","16, 12, 138","16, 13, 138","16, 14, 138","16, 15, 138","16, 16, 138","16, 17, 138","16, 18, 138","16, 19, 138"
"16, 00, 139","16, 01, 139","16, 02, 139","16, 03, 139","16, 04, 139","16, 05, 139","16, 06, 139","16, 07, 139","16, 08, 139","16, 09, 139","16, 10, 139","16, 11, 139","16, 12, 139","16, 13, 139","16, 14, 139","16, 15, 139","16, 16, 139","16, 17, 139","16, 18, 139","16, 19, 139"
"16, 00, 140","16, 01, 140","16, 02, 140","16, 03, 140","16, 04, 140","16, 05, 140","16, 06, 140","16, 07, 140","16, 08, 140","16, 09, 140","16, 10, 140","16, 11, 140","16, 12, 140","16, 13, 140","16, 14, 140","16, 15, 140","16, 16, 140","16, 17, 140","16, 18, 140","16, 19, 140"
"16, 00, 141","16, 01, 141","16, 02, 141","16, 03, 141","16, 04, 141","16, 05, 141","16, 06, 141","16, 07, 141","16, 08, 141","16, 09, 141","16, 10, 141","16, 11, 141","16, 12, 141","16, 13, 141","16, 14, 141","16, 15, 141","16, 16, 141","16, 17, 141","16, 18, 141","16, 19, 141"
"16, 00, 142","16, 01, 142","16, 02, 142","16, 03, 142","16, 04, 142","16, 05, 142","16, 06, 142","16, 07, 142","16, 08, 142","16, 09, 142","16, 10, 142","16, 11, 142","16, 12, 142","16, 13, 142","16, 14, 142","16, 15, 142","16, 16, 142","16, 17, 142","16, 18, 142","16, 19, 142"
"16, 00, 143","16, 01, 143","16, 02, 143","16, 03, 143","16, 04, 143","16, 05, 143","16, 06, 143","16, 07, 143","16, 08, 143","16, 09, 143","16, 10, 143","16, 11, 143","16, 12, 143","16, 13, 143","16, 14, 143","16, 15, 143","16, 16, 143","16, 17, 143","16, 18, 143","16, 19, 143"
"16, 00, 144","16, 01, 144","16, 02, 144","16, 03, 144","16, 04, 144","16, 05, 144","16, 06, 144","16, 07, 144","16, 08, 144","16, 09, 144","16, 10, 144","16, 11, 144","16, 12, 144","16, 13, 144","16, 14, 144","16, 15, 144","16, 16, 144","16, 17, 144","16, 18, 144","16, 19, 144"
"16, 00, 145","16, 01, 145","16, 02, 145","16, 03, 145","16, 04, 145","16, 05, 145","16, 06, 145","16, 07, 145","16, 08, 145","16, 09, 145","16, 10, 145","16, 11, 145","16, 12, 145","16, 13, 145","16, 14, 145","16, 15, 145","16, 16, 145","16, 17, 145","16, 18, 145","16, 19, 145"
"16, 00, 146","16, 01, 146","16, 02, 146","16, 03, 146","16, 04, 146","16, 05, 146","16, 06, 146","16, 07, 146","16, 08, 146","16, 09, 146","16, 10, 146","16, 11, 146","16, 12, 146","16, 13, 146","16, 14, 146","16, 15, 146","16, 16, 146","16, 17, 146","16, 18, 146","16, 19, 146"
"16, 00, 147","16, 01, 147","16, 02, 147","16, 03, 147","16, 04, 147","16, 05, 147","16, 06, 147","16, 07, 147","16, 08, 147","16, 09, 147","16, 10, 147","16, 11, 147","16, 12, 147","16, 13, 147","16, 14, 147","16, 15, 147","16, 16, 147","16, 17, 147","16, 18, 147","16, 19, 147"
"16, 00, 148","16, 01, 148","16, 02, 148","16, 03, 148","16, 04, 148","16, 05, 148","16, 06, 148","16, 07, 148","16, 08, 148","16, 09, 148","16, 10, 148","16, 11, 148","16, 12, 148","16, 13, 148","16, 14, 148","16, 15, 148","16, 16, 148","16, 17, 148","16, 18, 148","16, 19, 148"
"16, 00, 149","16, 01, 149","16, 02, 149","16, 03, 149","16, 04, 149","16, 05, 149","16, 06, 149","16, 07, 149","16, 08, 149","16, 09, 149","16, 10, 149","16, 11, 149","16, 12, 149","16, 13, 149","16, 14, 149","16, 15, 149","16, 16, 149","16, 17, 149","16, 18, 149","16, 19, 149"
